suburb,postcode,pri_breed,pri_colour,de_sexed,yrmonth
KEYSBOROUGH,3173,Chihuahua X,Brown & White,N,2012-03
KEYSBOROUGH,3173,Maltese X,Brown & White,N,2011-12
KEYSBOROUGH,3173,Maltese X,Brindle,Y,2009-01
KEYSBOROUGH,3173,Border Collie X,Black & White,Y,2014-02
KEYSBOROUGH,3173,Cocker Spaniel,Cream,Y,2013-07
KEYSBOROUGH,3173,German Shepherd,Black & Tan,Y,2005-02
KEYSBOROUGH,3173,Poodle X,Black & Grey,Y,2008-12
KEYSBOROUGH,3173,Labrador,Gold,Y,2005-05
KEYSBOROUGH,3173,Lhasa Apso,Cream & Grey,N,1998-04
KEYSBOROUGH,3173,Poodle X,Tan,Y,2011-01
KEYSBOROUGH,3173,Pomeranian,Cream,N,2010-12
KEYSBOROUGH,3173,Maltese X,Tan,N,2012-04
KEYSBOROUGH,3173,Fox Terrier X,White & Brown,Y,2002-03
KEYSBOROUGH,3173,Golden Retriever,Gold,Y,2006-03
KEYSBOROUGH,3173,German Pointer,Brown,Y,2003-08
KEYSBOROUGH,3173,Rottweiler X,Black & Tan,Y,2009-04
KEYSBOROUGH,3173,Labrador X,Gold & Cream,Y,2004-06
KEYSBOROUGH,3173,Siberian Husky,Black & White,Y,2014-06
KEYSBOROUGH,3173,Poodle X,White,N,2006-06
KEYSBOROUGH,3173,Shih Tzu,White & Brown,Y,2011-03
NOBLE PARK NORTH,3174,Whippet X,White & Brindle,Y,2006-01
NOBLE PARK NORTH,3174,Staffordshire Bull Terrier X,Tan,Y,2008-12
NOBLE PARK NORTH,3174,Poodle X,Gold,Y,2014-08
NOBLE PARK NORTH,3174,Labrador X,Black,Y,2005-12
NOBLE PARK NORTH,3174,Scotch Terrier X,Black,Y,2008-05
NOBLE PARK NORTH,3174,Cavoodle,Gold,Y,2006-11
NOBLE PARK NORTH,3174,Japanese Spitz,White,Y,2010-10
NOBLE PARK NORTH,3174,Jack Russell Terrier X,Tan & White,Y,2006-11
NOBLE PARK NORTH,3174,Kelpie,Chocolate & Tan,Y,2002-12
NOBLE PARK NORTH,3174,Maltese X,White,Y,2000-09
NOBLE PARK NORTH,3174,Border Collie X,Black & White,Y,2006-11
NOBLE PARK NORTH,3174,Maltese X,Honey,Y,2007-05
NOBLE PARK NORTH,3174,Heeler,Blue Merle,Y,2014-10
NOBLE PARK NORTH,3174,Miniature Fox Terrier,Tri Coloured,N,2008-01
SPRINGVALE SOUTH,3172,Silky Terrier,Tan,N,2004-09
SPRINGVALE SOUTH,3172,Pug,Tan,N,2009-11
SPRINGVALE SOUTH,3172,Chihuahua,Cream,Y,2012-03
SPRINGVALE SOUTH,3172,Maltese X,Apricot,Y,2008-02
KEYSBOROUGH,3173,German Shepherd X,Black & Tan,Y,2006-02
KEYSBOROUGH,3173,Maltese X,Champagne,Y,2008-05
KEYSBOROUGH,3173,German Shepherd,Grey,Y,2009-06
KEYSBOROUGH,3173,Pomeranian,Brown & Black,Y,2003-07
KEYSBOROUGH,3173,American Staffordshire Bull Terrier X,Black & Brindle,N,2010-02
KEYSBOROUGH,3173,Border Collie,Black & White,Y,1998-05
DANDENONG,3175,Boxer,White,Y,2009-02
DANDENONG,3175,Border Collie X,Black & White,Y,2009-10
DANDENONG,3175,Pomeranian,Tan,Y,2011-02
DANDENONG,3175,Pomeranian X,Tan,Y,2011-07
DANDENONG,3175,American Staffordshire Bull Terrier X,Red & Tan,N,2013-09
DANDENONG,3175,Staffordshire Bull Terrier X,Brindle,N,2015-06
DANDENONG,3175,Maltese X,White & Cream,N,2010-08
DANDENONG,3175,American Pitbull Terrier,Red,Y,2005-05
DANDENONG,3175,Staffordshire Bull Terrier X,Brown,N,2007-02
DANDENONG,3175,Staffordshire Bull Terrier X,Tri Coloured,Y,2011-01
DANDENONG,3175,Jack Russell Terrier,Black & White,N,2001-11
DANDENONG,3175,Chihuahua X,Red & Brown,N,2000-12
DANDENONG,3175,Borzoi,White,Y,2013-11
DANDENONG,3175,Italian Greyhound,Fawn,Y,2007-01
DANDENONG,3175,Pug,Fawn,Y,2002-08
NOBLE PARK,3174,Shih Tzu X,White,Y,2005-02
NOBLE PARK,3174,Pomeranian,Gold,N,2011-10
NOBLE PARK,3174,Shih Tzu X,White & Brown,Y,2009-02
KEYSBOROUGH,3173,Staffordshire Bull Terrier,Red,N,2013-02
KEYSBOROUGH,3173,Sheltie,Black & Tan,Y,2003-04
KEYSBOROUGH,3173,Sheltie,Blue Merle,Y,2013-07
KEYSBOROUGH,3173,German Shepherd,Black & Tan,Y,2013-03
KEYSBOROUGH,3173,West Highland Terrier,White,N,2010-05
KEYSBOROUGH,3173,Staffordshire Bull Terrier X,Fawn,Y,2009-12
KEYSBOROUGH,3173,Jack Russell Terrier,Black & White,Y,2003-02
KEYSBOROUGH,3173,Border Collie X,Black & White,Y,2007-06
KEYSBOROUGH,3173,Staffordshire Bull Terrier,Brindle,N,2010-05
NOBLE PARK,3174,Jack Russell Terrier,Tan & White,N,2006-04
NOBLE PARK,3174,Fox Terrier X,Black & White,Y,2011-06
NOBLE PARK,3174,Poodle X,Gold,Y,2013-11
NOBLE PARK,3174,Maltese,White,Y,2004-02
NOBLE PARK,3174,Shih Tzu X,Tan & White,N,2012-08
DANDENONG NORTH,3175,Labrador,Gold,Y,2005-04
DANDENONG NORTH,3175,Jack Russell Terrier,Tri Coloured,Y,2004-05
NOBLE PARK,3174,British Bulldog,Brindle,Y,2004-02
NOBLE PARK,3174,Pomeranian X,Tan,Y,2002-10
NOBLE PARK,3174,Shih Tzu X,Tan & White,Y,2002-12
NOBLE PARK,3174,Staffordshire Bull Terrier,White & Fawn,Y,2014-11
NOBLE PARK,3174,Jack Russell Terrier X,Tan & White,Y,2007-05
NOBLE PARK,3174,Poodle X,Black,Y,2014-05
NOBLE PARK,3174,Kelpie,Brown,Y,2000-04
KEYSBOROUGH,3173,Poodle X,Black & White,N,2004-01
KEYSBOROUGH,3173,Jack Russell Terrier X,Black & White,N,2006-01
KEYSBOROUGH,3173,English Staffordshire Bull Terrier,Red & White,Y,2010-05
KEYSBOROUGH,3173,Maltese X,White,Y,2002-05
KEYSBOROUGH,3173,Labrador,Cream,Y,2014-08
KEYSBOROUGH,3173,Poodle X,Cream,N,2006-10
KEYSBOROUGH,3173,Staffordshire Bull Terrier X,Tan,Y,2008-05
KEYSBOROUGH,3173,Siberian Husky,Red & White,N,2014-03
KEYSBOROUGH,3173,Jack Russell Terrier,Black & White,Y,2002-06
KEYSBOROUGH,3173,Maltese X,Coffee,Y,2015-05
KEYSBOROUGH,3173,Staffordshire Bull Terrier,Red,Y,2005-01
KEYSBOROUGH,3173,Maltese X,White & Fawn,Y,2004-04
DANDENONG NORTH,3175,Maltese X,Black & White,N,2014-01
DANDENONG NORTH,3175,Terrier,White & Tan,Y,1999-03
DANDENONG NORTH,3175,German Shepherd,Black & Tan,Y,2015-02
DANDENONG NORTH,3175,Blue Heeler,Black,Y,2007-06
DANDENONG NORTH,3175,Golden Retriever,Gold,N,2005-12
DANDENONG NORTH,3175,English Staffordshire Bull Terrier,Brindle,N,2013-10
DANDENONG NORTH,3175,Maltese X,White & Tan,Y,2012-10
NOBLE PARK,3174,Labrador,Chocolate,Y,2006-10
KEYSBOROUGH,3173,Chihuahua X,Tan,Y,2013-12
KEYSBOROUGH,3173,Cavalier King Charles Spaniel,Blenheim,Y,2011-12
KEYSBOROUGH,3173,Fox Terrier,Tri Coloured,Y,2009-09
KEYSBOROUGH,3173,Miniature Schnauzer,Black & White,Y,2014-12
KEYSBOROUGH,3173,Miniature Schnauzer,Black & White,Y,2015-01
KEYSBOROUGH,3173,Golden Retriever,Gold,Y,2013-11
KEYSBOROUGH,3173,Jack Russell Terrier X,Black & White,Y,2006-04
KEYSBOROUGH,3173,Border Collie X,Black & White,Y,2014-03
NOBLE PARK,3174,Poodle X,Beige,Y,2014-06
NOBLE PARK,3174,Pomeranian,Orange & Brown,Y,2000-05
NOBLE PARK,3174,Chihuahua,Sable & Black,Y,2014-09
NOBLE PARK,3174,Staffordshire Bull Terrier X,Black & White,Y,2007-03
NOBLE PARK,3174,Miniature Fox Terrier,Brown & White,Y,2001-10
NOBLE PARK,3174,Maltese X,Tri Coloured,Y,2003-05
NOBLE PARK,3174,Kelpie,Black,Y,2002-09
NOBLE PARK,3174,Heeler,Red,Y,2001-11
NOBLE PARK,3174,Maltese X,White & Black,N,2010-08
NOBLE PARK,3174,Maltese X,Black & White,Y,2012-05
NOBLE PARK,3174,Labrador X,Brown,Y,2007-09
NOBLE PARK,3174,Jack Russell Terrier,Black & Tan,N,2013-11
NOBLE PARK,3174,Maltese X,Tan & White,Y,2004-05
NOBLE PARK,3174,Poodle X,White,Y,2006-11
NOBLE PARK,3174,Maltese X,Champagne & White,N,2003-07
NOBLE PARK,3174,Border Collie,Black & White,Y,2010-12
NOBLE PARK,3174,Staffordshire Bull Terrier X,Gold,Y,2007-04
NOBLE PARK,3174,Maltese X,Black & White,N,2013-11
NOBLE PARK,3174,Domestic,White & Brown,Y,2014-09
NOBLE PARK,3174,Australian Shepherd,Blue,Y,2008-12
NOBLE PARK,3174,Australian Shepherd,Red,Y,2004-01
NOBLE PARK,3174,German Shepherd,Black & Tan,Y,2014-01
NOBLE PARK,3174,Maltese,White,Y,2013-12
DANDENONG,3175,King Charles Spaniel,Blenheim,Y,2014-06
DANDENONG,3175,Golden Retriever,Gold,N,2015-12
DANDENONG,3175,Fox Terrier X,Tri Coloured,Y,2008-04
DANDENONG,3175,Jack Russell Terrier X,Tri Coloured,Y,2006-08
KEYSBOROUGH,3173,Poodle X,Gold,Y,2008-05
KEYSBOROUGH,3173,Border Collie,Tri Coloured,Y,2008-03
KEYSBOROUGH,3173,Chihuahua,Tan & White,Y,2010-04
KEYSBOROUGH,3173,Poodle X,Gold,Y,2009-02
KEYSBOROUGH,3173,Samoyed,White,N,2008-06
KEYSBOROUGH,3173,Staffordshire Bull Terrier X,Red,Y,1998-05
DANDENONG NORTH,3175,Jack Russell Terrier,Tri Coloured,Y,2004-07
DANDENONG NORTH,3175,Maltese X,Cream,Y,2005-05
DANDENONG NORTH,3175,Border Collie,Black & White,N,2013-05
DANDENONG NORTH,3175,Cocker Spaniel,Brown & Gold,N,2011-01
DANDENONG NORTH,3175,Maltese,Black & White,N,1998-04
DANDENONG NORTH,3175,Jack Russell Terrier X,White & Brown,Y,2009-01
DANDENONG NORTH,3175,Maltese X,White & Apricot,Y,2000-08
KEYSBOROUGH,3173,Staffordshire Bull Terrier,Black & Brindle,Y,2012-02
KEYSBOROUGH,3173,Kelpie X,Tri Coloured,Y,2013-09
KEYSBOROUGH,3173,Border Collie X,Brown,Y,2015-09
KEYSBOROUGH,3173,Beagle X,Tri Coloured,Y,2014-05
KEYSBOROUGH,3173,Beagle,Tri Coloured,Y,2006-11
KEYSBOROUGH,3173,Pomeranian,Gold & Brown,Y,2007-07
KEYSBOROUGH,3173,Labrador,Gold,Y,2005-03
KEYSBOROUGH,3173,Labrador,Chocolate,Y,2003-11
KEYSBOROUGH,3173,Maltese,White,N,2010-03
KEYSBOROUGH,3173,Labrador,Black,Y,2012-02
KEYSBOROUGH,3173,Pomeranian,Black & Tan,Y,2013-01
KEYSBOROUGH,3173,Jack Russell Terrier X,Tri Coloured,N,2009-04
KEYSBOROUGH,3173,Kelpie,Red & Tan,Y,2012-10
KEYSBOROUGH,3173,Golden Retriever,Gold,N,2007-02
KEYSBOROUGH,3173,Labrador,Gold,Y,2009-04
KEYSBOROUGH,3173,Chihuahua X,Brown,N,2010-03
KEYSBOROUGH,3173,Maltese,White & Brown,Y,2008-06
KEYSBOROUGH,3173,Doberman Pinscher,Black & Tan,N,2004-11
KEYSBOROUGH,3173,English Staffordshire Bull Terrier,Red,Y,2009-03
KEYSBOROUGH,3173,Beagle X,Tri Coloured,Y,2003-01
KEYSBOROUGH,3173,Pomeranian X,Black & Tan,N,2009-09
SPRINGVALE SOUTH,3172,Pomeranian X,Black & White,Y,2013-11
SPRINGVALE SOUTH,3172,English Staffordshire Bull Terrier,Tan & White,Y,2006-11
SPRINGVALE SOUTH,3172,German Shepherd,Black & Tan,N,2010-06
SPRINGVALE SOUTH,3172,Bulldog X,Tan,Y,2010-11
SPRINGVALE SOUTH,3172,Jack Russell Terrier,Tri Coloured,N,2006-04
SPRINGVALE SOUTH,3172,Terrier X,Tri Coloured,Y,2009-10
DANDENONG NORTH,3175,German Shepherd,Black & Tan,N,2013-12
DANDENONG NORTH,3175,Rottweiler,Tri Coloured,N,2010-08
DANDENONG NORTH,3175,Jack Russell Terrier,Tri Coloured,N,2009-11
DANDENONG NORTH,3175,German Shepherd,Black & White,N,2010-10
KEYSBOROUGH,3173,Maltese X,Black & White,Y,2001-10
KEYSBOROUGH,3173,Labrador X,Black & White,Y,2008-11
KEYSBOROUGH,3173,Maltese,White,Y,2002-02
KEYSBOROUGH,3173,Labrador,Gold,Y,2013-12
KEYSBOROUGH,3173,Jack Russell Terrier X,Tri Coloured,Y,2014-05
KEYSBOROUGH,3173,Border Collie,Black & White,N,2015-06
KEYSBOROUGH,3173,Maltese X,Black & White,Y,2002-04
SPRINGVALE SOUTH,3172,Cocker Spaniel,Gold,N,2010-10
SPRINGVALE SOUTH,3172,Golden Retriever,Gold,Y,2013-03
SPRINGVALE SOUTH,3172,American Bull Dog,White & Brindle,N,2011-08
SPRINGVALE SOUTH,3172,Maltese X,White,Y,2007-12
SPRINGVALE SOUTH,3172,Maltese X,White,Y,2007-12
SPRINGVALE SOUTH,3172,Bernese Mountain Dog X,Black & White,Y,2014-11
DANDENONG,3175,Dalmatian,Black & White,Y,2003-01
DANDENONG,3175,Chihuahua X,Gold,Y,2010-09
DANDENONG,3175,American Staffordshire Bull Terrier,White & Brindle,Y,2014-09
DANDENONG,3175,Jack Russell Terrier,White & Tan,Y,2004-12
DANDENONG,3175,Shih Tzu X,Black & Brown,Y,2010-12
DANDENONG,3175,Shih Tzu X,Black,Y,2010-12
DANDENONG,3175,Pomeranian X,White,Y,2004-04
DANDENONG,3175,Cavalier King Charles Spaniel,White & Tan,Y,2010-09
DANDENONG,3175,Irish Wolfhound,Tan & Black,Y,2014-10
DANDENONG,3175,Pomeranian,Tan,Y,2008-07
DANDENONG,3175,Wolf Hound X,Tan,Y,2012-04
DANDENONG,3175,Maltese X,Tri Coloured,N,2013-09
DANDENONG,3175,Jack Russell Terrier X,White & Black,Y,2002-07
DANDENONG,3175,Bull Dog X,White,N,2014-04
DANDENONG,3175,Maltese X,White & Apricot,Y,2007-01
DANDENONG,3175,Chihuahua,Fawn,Y,1999-02
DANDENONG,3175,Border Collie X,Black & White,Y,2011-01
DANDENONG,3175,Jack Russell Terrier,White & Brown,N,2007-09
DANDENONG,3175,Chihuahua X,Cream & White,N,2008-10
DANDENONG,3175,Maltese X,Black & White,N,2007-12
DANDENONG,3175,Rottweiler X,Tan & Black,Y,2014-09
DANDENONG,3175,Chihuahua,White & Brown,Y,2011-12
NOBLE PARK,3174,Poodle X,Black & White,Y,2012-10
SPRINGVALE SOUTH,3172,Labrador,Black,Y,2013-03
DANDENONG NORTH,3175,Border Collie,Black & White,Y,2007-04
NOBLE PARK,3174,Bichon Frise X,White,Y,2000-10
NOBLE PARK,3174,Belgian Shepherd,Black,Y,2012-02
NOBLE PARK,3174,Maltese X,Black & White,N,2010-08
NOBLE PARK,3174,Chinese Crested,Black & Grey,Y,2005-04
NOBLE PARK,3174,Wolf Hound X,Grey,Y,2006-04
NOBLE PARK,3174,American Staffordshire Bull Terrier,Tri Coloured,Y,2010-02
NOBLE PARK,3174,English Cocker Spaniel,Gold,N,2009-02
NOBLE PARK,3174,Chihuahua X,Gold,N,2012-10
NOBLE PARK,3174,Chihuahua X,Gold,N,2012-10
NOBLE PARK,3174,Blue Heeler,Blue,N,2011-11
NOBLE PARK,3174,Kelpie X,Brindle,Y,2010-02
NOBLE PARK,3174,Terrier,Gold,Y,2010-03
SPRINGVALE,3171,Labrador X,White,N,1993-04
SPRINGVALE,3171,Japanese Chin,Black,N,1994-04
SPRINGVALE,3171,Jack Russell Terrier,Brown,N,2010-08
SPRINGVALE,3171,Australian Terrier,Tri Coloured,N,2008-03
SPRINGVALE,3171,Siberian Husky,Black & White,Y,2009-07
SPRINGVALE,3171,Maltese X,Black & White,N,2009-06
SPRINGVALE,3171,Chihuahua X,Tan & White,Y,2008-08
SPRINGVALE SOUTH,3172,Maltese X,Cream & White,N,2012-02
SPRINGVALE SOUTH,3172,Miniature Poodle,White,Y,2012-12
SPRINGVALE SOUTH,3172,Silky Terrier X,Beige,Y,2007-12
NOBLE PARK,3174,Maltese X,White & Tan,Y,2012-03
DANDENONG NORTH,3175,Chihuahua X,Tan & White,N,2014-06
DANDENONG NORTH,3175,Maltese,White,N,2005-05
DANDENONG NORTH,3175,Bichon Frise,White,Y,2003-09
DANDENONG NORTH,3175,Jack Russell Terrier X,White & Brown,Y,1998-12
DANDENONG NORTH,3175,Siberian Husky,Black & White,N,2015-06
DANDENONG NORTH,3175,Maltese X,Tan & White,N,2012-03
DANDENONG NORTH,3175,Maltese X,Black & White,Y,2003-05
DANDENONG NORTH,3175,Jack Russell Terrier,White & Black,Y,2003-05
DANDENONG NORTH,3175,Siberian Husky X,Tri Coloured,N,2015-03
NOBLE PARK,3174,Pomeranian X,White & Tan,N,2011-09
NOBLE PARK,3174,Maltese X,Beige & White,N,2010-04
NOBLE PARK,3174,Cavalier King Charles Spaniel X,White & Tan,Y,2009-03
NOBLE PARK,3174,Beagle X,White & Brown,Y,2010-10
NOBLE PARK,3174,American Bull Dog,Brindle & White,N,2015-04
NOBLE PARK,3174,Maltese X,Tri Coloured,Y,2014-07
NOBLE PARK,3174,Rottweiler,Black & Tan,N,2006-06
NOBLE PARK,3174,Chihuahua X,Black & White,Y,2011-11
NOBLE PARK,3174,Blue Heeler,Blue,N,2012-06
KEYSBOROUGH,3173,Pomeranian,Gold,N,2005-05
DANDENONG NORTH,3175,Cocker Spaniel,Black & White,Y,2014-03
DANDENONG NORTH,3175,English Cocker Spaniel,Black & White,Y,2012-05
NOBLE PARK NORTH,3174,Jack Russell Terrier X,Tan,Y,2009-04
NOBLE PARK NORTH,3174,Jack Russell Terrier X,Tan,Y,2003-04
NOBLE PARK NORTH,3174,Staffordshire Bull Terrier,Tan,Y,2013-04
NOBLE PARK,3174,Maltese X,Grey & White,Y,2011-09
NOBLE PARK,3174,Pomeranian,Cream,N,2006-05
NOBLE PARK,3174,Miniature Fox Terrier X,Tri Coloured,Y,2008-01
NOBLE PARK,3174,Poodle X,Gold,Y,2001-12
NOBLE PARK,3174,Shih Tzu X,Tan & White,Y,2013-12
NOBLE PARK,3174,Shih Tzu X,Black,Y,2010-09
NOBLE PARK,3174,Maltese X,White,Y,2009-03
NOBLE PARK,3174,Maltese X,White,Y,2001-06
NOBLE PARK,3174,Shih Tzu X,White & Brown,N,2006-01
NOBLE PARK,3174,Maltese X,Cream,N,2004-06
NOBLE PARK,3174,Shih Tzu X,Grey & White,Y,2010-09
NOBLE PARK,3174,Pomeranian X,Brown & Black,N,2009-06
NOBLE PARK NORTH,3174,Maltese X,White,Y,2009-03
NOBLE PARK NORTH,3174,Jack Russell Terrier X,Tan & White,Y,2007-12
NOBLE PARK NORTH,3174,Kelpie X,Sable,Y,2005-06
NOBLE PARK NORTH,3174,Shih Tzu,White & Brown,N,2009-06
NOBLE PARK NORTH,3174,Shih Tzu,White & Brown,N,2009-05
NOBLE PARK NORTH,3174,Rhodesian Ridgeback,Caramel,N,2011-02
NOBLE PARK NORTH,3174,Maltese X,White,N,2014-05
NOBLE PARK NORTH,3174,Dogue De Bordeaux,Red,N,2014-08
NOBLE PARK NORTH,3174,Chihuahua,White,N,2006-05
KEYSBOROUGH,3173,Staffordshire Bull Terrier X,Honey,N,2005-06
KEYSBOROUGH,3173,Maltese X,White,Y,2001-10
KEYSBOROUGH,3173,Pomeranian X,Black,N,2005-10
SPRINGVALE,3171,Jack Russell Terrier,White & Tan,N,2009-07
SPRINGVALE,3171,Border Collie X,Black & White,Y,2013-01
SPRINGVALE,3171,Boxer X,Tan,Y,2010-05
SPRINGVALE,3171,Staffordshire Bull Terrier,Brown,N,2010-05
SPRINGVALE,3171,Kelpie X,Tri Coloured,Y,2011-01
SPRINGVALE,3171,Jack Russell Terrier,White & Tan,Y,2003-01
SPRINGVALE,3171,Jack Russell Terrier,Tan & White,Y,2011-02
SPRINGVALE,3171,Jack Russell Terrier,Tan & White,Y,2010-03
SPRINGVALE,3171,Cavalier King Charles Spaniel,Tri Coloured,N,2011-11
SPRINGVALE,3171,Bull Terrier,Brindle & White,N,2012-04
SPRINGVALE,3171,Labrador X,Gold,Y,2008-09
SPRINGVALE,3171,Chihuahua,Black & Tan,N,2010-04
NOBLE PARK,3174,Maltese X,White & Black,Y,2008-04
NOBLE PARK,3174,Maltese X,White & Cream,Y,2002-12
NOBLE PARK,3174,Staffordshire Bull Terrier X,Tri Coloured,N,2010-03
NOBLE PARK,3174,American Bull Dog,White,N,2011-08
DANDENONG,3175,Schnauzer X,Salt & Pepper,Y,2006-04
DANDENONG,3175,Maltese X,White,Y,2010-05
DANDENONG,3175,Labrador,Cream,Y,2007-04
DANDENONG NORTH,3175,Jack Russell Terrier X,Brindle,Y,2014-10
DANDENONG NORTH,3175,Staffordshire Bull Terrier,Red,N,2012-12
DANDENONG NORTH,3175,Staffordshire Bull Terrier,Red,N,2011-08
KEYSBOROUGH,3173,Jack Russell Terrier,White & Tan,N,2005-07
KEYSBOROUGH,3173,Manchester Terrier,Black,N,2005-12
KEYSBOROUGH,3173,Labrador,Black,N,2010-05
NOBLE PARK,3174,Jack Russell Terrier,White & Tan,Y,2004-11
NOBLE PARK,3174,Maltese X,White,Y,2008-01
NOBLE PARK,3174,Kelpie X,Tri Coloured,N,2004-12
NOBLE PARK,3174,Cavalier King Charles Spaniel X,Brown & White,Y,2013-06
NOBLE PARK,3174,Maltese X,White,Y,2001-04
NOBLE PARK,3174,Maltese X,White,Y,2012-09
NOBLE PARK,3174,English Bull Terrier,Black & White,Y,2007-02
NOBLE PARK,3174,Border Collie,Black & White,Y,2013-03
KEYSBOROUGH,3173,Maltese,Cream,Y,2000-10
SPRINGVALE,3171,Red Heeler,Red,Y,2006-05
SPRINGVALE,3171,Maltese,White,Y,2011-03
SPRINGVALE,3171,Jack Russell Terrier X,Black & White,N,2005-05
SPRINGVALE,3171,Maltese X,White,N,2003-06
SPRINGVALE,3171,Bull Mastiff X,Black & Tan,Y,2006-01
KEYSBOROUGH,3173,Border Collie X,Tri Coloured,Y,2011-04
NOBLE PARK,3174,Bull Arab,White & Black,Y,2012-01
NOBLE PARK,3174,Kelpie,Red & Tan,N,2015-05
NOBLE PARK,3174,Maltese,White,Y,2007-08
NOBLE PARK,3174,Shih Tzu,White & Apricot,Y,2005-07
NOBLE PARK,3174,Cocker Spaniel,Gold & White,Y,2003-05
NOBLE PARK,3174,Shih Tzu,White,Y,2009-04
NOBLE PARK,3174,Staffordshire Bull Terrier,Tan & White,Y,2001-01
NOBLE PARK,3174,Staffordshire Bull Terrier X,Black & Tan,Y,2015-06
NOBLE PARK,3174,Pug X,Tan,Y,2012-11
DANDENONG,3175,Maltese X,White & Apricot,Y,2010-09
DANDENONG,3175,Bull Arab,White & Black,Y,2002-07
DANDENONG,3175,Chihuahua,Black & Tan,Y,1998-05
SPRINGVALE SOUTH,3172,Chihuahua X,Tri Coloured,Y,2003-07
SPRINGVALE SOUTH,3172,Maltese,White,N,2005-06
SPRINGVALE SOUTH,3172,Pomeranian,Cream,Y,2006-08
SPRINGVALE SOUTH,3172,Jack Russell Terrier X,Black,Y,2007-01
SPRINGVALE SOUTH,3172,Poodle X,Red,Y,2015-09
SPRINGVALE SOUTH,3172,Chihuahua X,Tan,Y,2008-09
SPRINGVALE SOUTH,3172,Pomeranian X,Brown & Black,Y,2015-03
SPRINGVALE SOUTH,3172,Bichon Frise X,White & Cream,Y,2012-05
SPRINGVALE SOUTH,3172,Jack Russell Terrier,Tan & White,Y,2008-10
NOBLE PARK,3174,Golden Retriever,Gold,Y,2014-03
NOBLE PARK,3174,Old English Sheepdog,White & Grey,Y,2011-07
NOBLE PARK,3174,Maltese X,Tri Coloured,N,2008-05
NOBLE PARK,3174,Maltese,White,Y,2006-01
NOBLE PARK,3174,Shih Tzu,White,N,2008-08
SPRINGVALE,3171,Beagle X,Tri Coloured,N,2005-09
SPRINGVALE,3171,American Staffordshire Bull Terrier,Blue & White,Y,2012-10
SPRINGVALE,3171,Staffordshire Bull Terrier,White,N,2012-02
SPRINGVALE,3171,Staffordshire Bull Terrier,Red & White,Y,2011-12
SPRINGVALE,3171,Belgian Shepherd,Black & Tan,N,2007-11
SPRINGVALE,3171,Rottweiler,Black & Tan,N,2012-06
SPRINGVALE,3171,Staffordshire Bull Terrier X,Brown,Y,2012-06
SPRINGVALE,3171,Beagle X,Tri Coloured,Y,2012-05
SPRINGVALE,3171,Beagle,Tri Coloured,Y,2012-08
DANDENONG,3175,Maltese X,White & Tan,Y,2003-05
DANDENONG,3175,Labrador X,Gold,Y,2005-11
DANDENONG,3175,Staffordshire Bull Terrier X,Tan,Y,2007-09
DANDENONG,3175,American Bull Dog,White,Y,2009-10
DANDENONG,3175,Dogue De Bordeaux,Red & White,Y,2012-04
DANDENONG,3175,Terrier X,Fawn,Y,2007-03
DANDENONG,3175,King Charles Spaniel,White & Brown,Y,2007-12
DANDENONG,3175,Jack Russell Terrier X,Tri Coloured,Y,2002-09
DANDENONG,3175,Schipperke,Black,Y,2011-01
NOBLE PARK,3174,American Bull Dog X,Tan & White,Y,2010-05
NOBLE PARK,3174,Staffordshire Bull Terrier X,Tri Coloured,Y,2009-11
NOBLE PARK,3174,Maltese X,White,N,2009-07
NOBLE PARK,3174,Maltese X,White & Tan,Y,2006-11
NOBLE PARK,3174,Maltese X,Tri Coloured,Y,2002-12
NOBLE PARK,3174,Maltese X,Tri Coloured,N,2009-06
NOBLE PARK,3174,English Staffordshire Bull Terrier,Black & Brindle,N,2010-11
NOBLE PARK,3174,English Staffordshire Bull Terrier,Brindle,N,2012-09
NOBLE PARK,3174,Dalmatian X,Black & White,Y,2002-10
NOBLE PARK,3174,Red Heeler,Red,Y,2008-03
NOBLE PARK,3174,Pomeranian,Tan,N,2007-11
NOBLE PARK,3174,Labrador,Black & White,Y,2003-05
NOBLE PARK,3174,Jack Russell Terrier,Tri Coloured,Y,2006-04
NOBLE PARK,3174,Fox Terrier X,Black & White,Y,2003-07
NOBLE PARK,3174,Miniature Fox Terrier,Black & White,Y,2004-06
NOBLE PARK,3174,Pug X,Tan & Black,Y,2010-10
NOBLE PARK,3174,Jack Russell Terrier,Tri Coloured,Y,2005-06
NOBLE PARK,3174,Cocker Spaniel,Black,Y,2006-10
NOBLE PARK,3174,Bull Mastiff X,Tan,Y,2011-12
SPRINGVALE,3171,Terrier X,Tan,Y,2011-10
SPRINGVALE,3171,Siberian Husky,Black & White,Y,2012-01
SPRINGVALE,3171,Jack Russell Terrier,White & Brown,N,2014-02
NOBLE PARK,3174,Boxer X,Tan & Brindle,N,2013-04
NOBLE PARK,3174,Doberman Pinscher X,Tri Coloured,Y,2001-07
NOBLE PARK,3174,Corgi X,Tan & White,Y,2008-07
NOBLE PARK,3174,Tenterfield Terrier,Tan & White,Y,2008-07
NOBLE PARK,3174,Shar Pei,Fawn,Y,2002-05
NOBLE PARK,3174,Kelpie,Brown,N,2007-06
NOBLE PARK,3174,Siberian Husky,White,Y,2009-01
NOBLE PARK,3174,Siberian Husky,White & Black,Y,2009-01
NOBLE PARK,3174,Staffordshire Bull Terrier,Brindle,N,2003-02
